State,County,Candidate,Party,Incumbent,Votes,Percentage,Winner,Delegates
Massachusetts,Hatfield,Dean Phillips,Democratic,No,13,2.4%,No,0
Massachusetts,Hatfield,Joe Biden,Democratic,Yes,"4,132",80.2%,Yes,91
Massachusetts,Hatfield,No Preference,Democratic,No,445,8.6%,No,0
Massachusetts,Hatfield,Dean Phillips,Democratic,No,292,5.7%,No,0
Massachusetts,Hatfield,Marianne Williamson,Democratic,No,191,3.7%,No,0
Massachusetts,Hatfield,Joe Biden,Democratic,Yes,30,78.9%,Yes,91
Massachusetts,Hatfield,Marianne Williamson,Democratic,No,3,7.9%,No,0
Massachusetts,Hatfield,No Preference,Democratic,No,3,7.9%,No,0
Massachusetts,Hatfield,Dean Phillips,Democratic,No,2,5.3%,No,0
Massachusetts,Heath,Joe Biden,Democratic,Yes,88,83.8%,Yes,91
Massachusetts,Heath,No Preference,Democratic,No,10,9.5%,No,0
Massachusetts,Heath,Dean Phillips,Democratic,No,4,3.8%,No,0
Massachusetts,Heath,Marianne Williamson,Democratic,No,3,2.9%,No,0
Massachusetts,Heath,Joe Biden,Democratic,Yes,"2,803",88.8%,Yes,91
Massachusetts,Heath,No Preference,Democratic,No,173,5.5%,No,0
Massachusetts,Heath,Dean Phillips,Democratic,No,94,3.0%,No,0
Massachusetts,Heath,Marianne Williamson,Democratic,No,47,1.5%,No,0
Massachusetts,Heath,Joe Biden,Democratic,Yes,161,88.5%,Yes,91
Massachusetts,Heath,No Preference,Democratic,No,12,6.6%,No,0
Massachusetts,Heath,Dean Phillips,Democratic,No,5,2.7%,No,0
Massachusetts,Heath,Marianne Williamson,Democratic,No,4,2.2%,No,0
Massachusetts,Holbrook,Joe Biden,Democratic,Yes,815,79.0%,Yes,91
Massachusetts,Holbrook,No Preference,Democratic,No,94,9.1%,No,0
Massachusetts,Holbrook,Dean Phillips,Democratic,No,59,5.7%,No,0
Massachusetts,Holbrook,Marianne Williamson,Democratic,No,41,4.0%,No,0
Massachusetts,Holbrook,Joe Biden,Democratic,Yes,"1,709",83.6%,Yes,91
Massachusetts,Holbrook,No Preference,Democratic,No,137,6.7%,No,0
Massachusetts,Holbrook,Dean Phillips,Democratic,No,131,6.4%,No,0
Massachusetts,Holbrook,Marianne Williamson,Democratic,No,63,3.1%,No,0
Massachusetts,Holbrook,Joe Biden,Democratic,Yes,135,80.4%,Yes,91
Massachusetts,Holbrook,No Preference,Democratic,No,11,6.5%,No,0
Massachusetts,Holbrook,Marianne Williamson,Democratic,No,10,5.9%,No,0
Massachusetts,Holbrook,Dean Phillips,Democratic,No,9,5.4%,No,0
Massachusetts,Holliston,Joe Biden,Democratic,Yes,"1,730",87.6%,Yes,91
Massachusetts,Holliston,No Preference,Democratic,No,98,4.9%,No,0
Massachusetts,Holliston,Dean Phillips,Democratic,No,53,2.7%,No,0
Massachusetts,Holliston,Marianne Williamson,Democratic,No,51,2.6%,No,0
Massachusetts,Holliston,Joe Biden,Democratic,Yes,"1,979",71.3%,Yes,91
Massachusetts,Holliston,Marianne Williamson,Democratic,No,315,11.3%,No,0
Massachusetts,Holliston,No Preference,Democratic,No,313,11.3%,No,0
Massachusetts,Holliston,Dean Phillips,Democratic,No,114,4.1%,No,0
Massachusetts,Holliston,Joe Biden,Democratic,Yes,483,84.3%,Yes,91
Massachusetts,Holliston,No Preference,Democratic,No,36,6.3%,No,0
Massachusetts,Holliston,Dean Phillips,Democratic,No,30,5.2%,No,0
Massachusetts,Holliston,Marianne Williamson,Democratic,No,13,2.3%,No,0
Massachusetts,Hopkinton,Joe Biden,Democratic,Yes,"1,417",86.2%,Yes,91
Massachusetts,Hopkinton,No Preference,Democratic,No,92,5.6%,No,0
Massachusetts,Hopkinton,Dean Phillips,Democratic,No,81,4.9%,No,0
Massachusetts,Hopkinton,Marianne Williamson,Democratic,No,34,2.1%,No,0
Massachusetts,Hopkinton,Joe Biden,Democratic,Yes,302,82.3%,Yes,91
Massachusetts,Hopkinton,No Preference,Democratic,No,28,7.6%,No,0
Massachusetts,Hopkinton,Dean Phillips,Democratic,No,18,4.9%,No,0
Massachusetts,Hopkinton,Marianne Williamson,Democratic,No,13,3.5%,No,0
Massachusetts,Hopkinton,Joe Biden,Democratic,Yes,"1,776",83.4%,Yes,91
Massachusetts,Hopkinton,No Preference,Democratic,No,138,6.5%,No,0
Massachusetts,Hopkinton,Dean Phillips,Democratic,No,121,5.7%,No,0
Massachusetts,Hopkinton,Marianne Williamson,Democratic,No,72,3.4%,No,0
Massachusetts,Hull,Joe Biden,Democratic,Yes,"1,346",87.9%,Yes,91
Massachusetts,Hull,No Preference,Democratic,No,77,5.0%,No,0
Massachusetts,Hull,Dean Phillips,Democratic,No,51,3.3%,No,0
Massachusetts,Hull,Marianne Williamson,Democratic,No,34,2.2%,No,0
Massachusetts,Hull,Joe Biden,Democratic,Yes,135,82.8%,Yes,91
Massachusetts,Hull,No Preference,Democratic,No,10,6.1%,No,0
Massachusetts,Hull,Marianne Williamson,Democratic,No,9,5.5%,No,0
Massachusetts,Hull,Dean Phillips,Democratic,No,2,1.2%,No,0
Massachusetts,Hull,Joe Biden,Democratic,Yes,"1,677",85.7%,Yes,91
Massachusetts,Hull,No Preference,Democratic,No,139,7.1%,No,0
Massachusetts,Hull,Dean Phillips,Democratic,No,59,3.0%,No,0
Massachusetts,Hull,Marianne Williamson,Democratic,No,46,2.4%,No,0
Massachusetts,Kingston,Joe Biden,Democratic,Yes,"1,093",85.1%,Yes,91
Massachusetts,Kingston,No Preference,Democratic,No,78,6.1%,No,0
Massachusetts,Kingston,Dean Phillips,Democratic,No,68,5.3%,No,0
Massachusetts,Kingston,Marianne Williamson,Democratic,No,29,2.3%,No,0
Massachusetts,Kingston,Joe Biden,Democratic,Yes,780,82.3%,Yes,91
Massachusetts,Kingston,No Preference,Democratic,No,61,6.4%,No,0
Massachusetts,Kingston,Dean Phillips,Democratic,No,56,5.9%,No,0
Massachusetts,Kingston,Marianne Williamson,Democratic,No,42,4.4%,No,0
Massachusetts,Kingston,Joe Biden,Democratic,Yes,571,84.4%,Yes,91
Massachusetts,Kingston,No Preference,Democratic,No,50,7.4%,No,0
Massachusetts,Kingston,Dean Phillips,Democratic,No,37,5.5%,No,0
Massachusetts,Kingston,Marianne Williamson,Democratic,No,12,1.8%,No,0
Massachusetts,Lanesborough,Joe Biden,Democratic,Yes,275,84.4%,Yes,91
Massachusetts,Lanesborough,No Preference,Democratic,No,20,6.1%,No,0
Massachusetts,Lanesborough,Marianne Williamson,Democratic,No,12,3.7%,No,0
Massachusetts,Lanesborough,Dean Phillips,Democratic,No,11,3.4%,No,0
Massachusetts,Lanesborough,Joe Biden,Democratic,Yes,"1,394",72.0%,Yes,91
Massachusetts,Lanesborough,No Preference,Democratic,No,209,10.8%,No,0
Massachusetts,Lanesborough,Dean Phillips,Democratic,No,146,7.5%,No,0
Massachusetts,Lanesborough,Marianne Williamson,Democratic,No,131,6.8%,No,0
Massachusetts,Lanesborough,Joe Biden,Democratic,Yes,566,82.4%,Yes,91
Massachusetts,Lanesborough,No Preference,Democratic,No,64,9.3%,No,0
Massachusetts,Lanesborough,Dean Phillips,Democratic,No,26,3.8%,No,0
Massachusetts,Lanesborough,Marianne Williamson,Democratic,No,22,3.2%,No,0
Massachusetts,Leicester,Joe Biden,Democratic,Yes,687,76.4%,Yes,91
Massachusetts,Leicester,No Preference,Democratic,No,81,9.0%,No,0
Massachusetts,Leicester,Dean Phillips,Democratic,No,79,8.8%,No,0
Massachusetts,Leicester,Marianne Williamson,Democratic,No,40,4.4%,No,0
Massachusetts,Leicester,Joe Biden,Democratic,Yes,774,89.8%,Yes,91
Massachusetts,Leicester,No Preference,Democratic,No,47,5.5%,No,0
Massachusetts,Leicester,Dean Phillips,Democratic,No,15,1.7%,No,0
Massachusetts,Leicester,Marianne Williamson,Democratic,No,14,1.6%,No,0
Massachusetts,Leicester,Joe Biden,Democratic,Yes,"2,287",82.5%,Yes,91
Massachusetts,Leicester,No Preference,Democratic,No,194,7.0%,No,0
Massachusetts,Leicester,Dean Phillips,Democratic,No,177,6.4%,No,0
Massachusetts,Leicester,Marianne Williamson,Democratic,No,113,4.1%,No,0
Massachusetts,Leverett,Joe Biden,Democratic,Yes,299,79.3%,Yes,91
Massachusetts,Leverett,No Preference,Democratic,No,49,13.0%,No,0
Massachusetts,Leverett,Marianne Williamson,Democratic,No,12,3.2%,No,0
Massachusetts,Leverett,Dean Phillips,Democratic,No,8,2.1%,No,0
Massachusetts,Leverett,Joe Biden,Democratic,Yes,"5,031",86.8%,Yes,91
Massachusetts,Leverett,No Preference,Democratic,No,417,7.2%,No,0
Massachusetts,Leverett,Dean Phillips,Democratic,No,174,3.0%,No,0
Massachusetts,Leverett,Marianne Williamson,Democratic,No,107,1.8%,No,0
Massachusetts,Leverett,Joe Biden,Democratic,Yes,118,87.4%,Yes,91
Massachusetts,Leverett,No Preference,Democratic,No,12,8.9%,No,0
Massachusetts,Leverett,Marianne Williamson,Democratic,No,4,3.0%,No,0
Massachusetts,Leverett,Dean Phillips,Democratic,No,1,0.7%,No,0
Massachusetts,Lincoln,Joe Biden,Democratic,Yes,"1,053",88.8%,Yes,91
Massachusetts,Lincoln,No Preference,Democratic,No,80,6.7%,No,0
Massachusetts,Lincoln,Dean Phillips,Democratic,No,27,2.3%,No,0
Massachusetts,Lincoln,Marianne Williamson,Democratic,No,18,1.5%,No,0
Massachusetts,Lincoln,Joe Biden,Democratic,Yes,"1,052",86.4%,Yes,91
Massachusetts,Lincoln,No Preference,Democratic,No,87,7.1%,No,0
Massachusetts,Lincoln,Dean Phillips,Democratic,No,52,4.3%,No,0
Massachusetts,Lincoln,Marianne Williamson,Democratic,No,27,2.2%,No,0
Massachusetts,Lincoln,Joe Biden,Democratic,Yes,"1,572",86.1%,Yes,91
Massachusetts,Lincoln,No Preference,Democratic,No,124,6.8%,No,0
Massachusetts,Lincoln,Dean Phillips,Democratic,No,67,3.7%,No,0
Massachusetts,Lincoln,Marianne Williamson,Democratic,No,40,2.2%,No,0
Massachusetts,Lowell,Joe Biden,Democratic,Yes,"4,404",76.7%,Yes,91
Massachusetts,Lowell,No Preference,Democratic,No,526,9.2%,No,0
Massachusetts,Lowell,Dean Phillips,Democratic,No,417,7.3%,No,0
Massachusetts,Lowell,Marianne Williamson,Democratic,No,255,4.4%,No,0
Massachusetts,Lowell,Joe Biden,Democratic,Yes,"1,319",78.3%,Yes,91
Massachusetts,Lowell,No Preference,Democratic,No,163,9.7%,No,0
Massachusetts,Lowell,Dean Phillips,Democratic,No,92,5.4%,No,0
Massachusetts,Lowell,Marianne Williamson,Democratic,No,62,3.7%,No,0
Massachusetts,Lowell,Joe Biden,Democratic,Yes,878,83.6%,Yes,91
Massachusetts,Lowell,No Preference,Democratic,No,72,6.9%,No,0
Massachusetts,Lowell,Dean Phillips,Democratic,No,62,5.9%,No,0
Massachusetts,Lowell,Marianne Williamson,Democratic,No,28,2.7%,No,0
Massachusetts,Lynn,Joe Biden,Democratic,Yes,"3,836",77.4%,Yes,91
Massachusetts,Lynn,No Preference,Democratic,No,474,9.6%,No,0
Massachusetts,Lynn,Dean Phillips,Democratic,No,310,6.2%,No,0
Massachusetts,Lynn,Marianne Williamson,Democratic,No,203,4.1%,No,0
Massachusetts,Lynn,Joe Biden,Democratic,Yes,884,81.9%,Yes,91
Massachusetts,Lynn,No Preference,Democratic,No,96,8.9%,No,0
Massachusetts,Lynn,Dean Phillips,Democratic,No,49,4.5%,No,0
Massachusetts,Lynn,Marianne Williamson,Democratic,No,25,2.3%,No,0
Massachusetts,Lynn,Joe Biden,Democratic,Yes,"3,448",73.1%,Yes,91
Massachusetts,Lynn,No Preference,Democratic,No,694,14.7%,No,0
Massachusetts,Lynn,Dean Phillips,Democratic,No,250,5.3%,No,0
Massachusetts,Lynn,Marianne Williamson,Democratic,No,201,4.3%,No,0
Massachusetts,Manchester,Joe Biden,Democratic,Yes,655,87.7%,Yes,91
Massachusetts,Manchester,No Preference,Democratic,No,58,7.8%,No,0
Massachusetts,Manchester,Marianne Williamson,Democratic,No,16,2.1%,No,0
Massachusetts,Manchester,Dean Phillips,Democratic,No,15,2.0%,No,0
Massachusetts,Manchester,Joe Biden,Democratic,Yes,"1,809",82.0%,Yes,91
Massachusetts,Manchester,No Preference,Democratic,No,188,8.5%,No,0
Massachusetts,Manchester,Dean Phillips,Democratic,No,112,5.1%,No,0
Massachusetts,Manchester,Marianne Williamson,Democratic,No,81,3.7%,No,0
Massachusetts,Manchester,Joe Biden,Democratic,Yes,"2,430",88.8%,Yes,91
Massachusetts,Manchester,No Preference,Democratic,No,139,5.1%,No,0
Massachusetts,Manchester,Dean Phillips,Democratic,No,101,3.7%,No,0
Massachusetts,Manchester,Marianne Williamson,Democratic,No,51,1.9%,No,0
Massachusetts,Marion,Joe Biden,Democratic,Yes,603,87.6%,Yes,91
Massachusetts,Marion,No Preference,Democratic,No,28,4.1%,No,0
Massachusetts,Marion,Dean Phillips,Democratic,No,27,3.9%,No,0
Massachusetts,Marion,Marianne Williamson,Democratic,No,16,2.3%,No,0
Massachusetts,Marion,Joe Biden,Democratic,Yes,"2,841",81.9%,Yes,91
Massachusetts,Marion,No Preference,Democratic,No,271,7.8%,No,0
Massachusetts,Marion,Dean Phillips,Democratic,No,194,5.6%,No,0
Massachusetts,Marion,Marianne Williamson,Democratic,No,110,3.2%,No,0
Massachusetts,Marion,Joe Biden,Democratic,Yes,"2,408",86.0%,Yes,91
Massachusetts,Marion,No Preference,Democratic,No,181,6.5%,No,0
Massachusetts,Marion,Dean Phillips,Democratic,No,137,4.9%,No,0
Massachusetts,Marion,Marianne Williamson,Democratic,No,73,2.6%,No,0
Massachusetts,Mashpee,Joe Biden,Democratic,Yes,"1,801",89.1%,Yes,91
Massachusetts,Mashpee,No Preference,Democratic,No,94,4.6%,No,0
Massachusetts,Mashpee,Dean Phillips,Democratic,No,72,3.6%,No,0
Massachusetts,Mashpee,Marianne Williamson,Democratic,No,34,1.7%,No,0
Massachusetts,Mashpee,Joe Biden,Democratic,Yes,741,83.6%,Yes,91
Massachusetts,Mashpee,No Preference,Democratic,No,60,6.8%,No,0
Massachusetts,Mashpee,Dean Phillips,Democratic,No,48,5.4%,No,0
Massachusetts,Mashpee,Marianne Williamson,Democratic,No,23,2.6%,No,0
Massachusetts,Mashpee,Joe Biden,Democratic,Yes,"1,396",82.7%,Yes,91
Massachusetts,Mashpee,No Preference,Democratic,No,168,10.0%,No,0
Massachusetts,Mashpee,Dean Phillips,Democratic,No,62,3.7%,No,0
Massachusetts,Mashpee,Marianne Williamson,Democratic,No,48,2.8%,No,0
Massachusetts,Medfield,Joe Biden,Democratic,Yes,"1,144",84.5%,Yes,91
Massachusetts,Medfield,No Preference,Democratic,No,97,7.2%,No,0
Massachusetts,Medfield,Dean Phillips,Democratic,No,56,4.1%,No,0
Massachusetts,Medfield,Marianne Williamson,Democratic,No,40,2.9%,No,0
Massachusetts,Medfield,Joe Biden,Democratic,Yes,"5,223",75.5%,Yes,91
Massachusetts,Medfield,No Preference,Democratic,No,"1,007",14.5%,No,0
Massachusetts,Medfield,Dean Phillips,Democratic,No,315,4.5%,No,0
Massachusetts,Medfield,Marianne Williamson,Democratic,No,205,3.0%,No,0
Massachusetts,Medfield,Joe Biden,Democratic,Yes,"1,251",85.9%,Yes,91
Massachusetts,Medfield,No Preference,Democratic,No,90,6.2%,No,0
Massachusetts,Medfield,Dean Phillips,Democratic,No,64,4.4%,No,0
Massachusetts,Medfield,Marianne Williamson,Democratic,No,34,2.3%,No,0
Massachusetts,Melrose,Joe Biden,Democratic,Yes,"3,682",85.3%,Yes,91
Massachusetts,Melrose,No Preference,Democratic,No,298,6.9%,No,0
Massachusetts,Melrose,Dean Phillips,Democratic,No,181,4.2%,No,0
Massachusetts,Melrose,Marianne Williamson,Democratic,No,91,2.1%,No,0
Massachusetts,Melrose,Joe Biden,Democratic,Yes,470,84.1%,Yes,91
Massachusetts,Melrose,No Preference,Democratic,No,35,6.2%,No,0
Massachusetts,Melrose,Dean Phillips,Democratic,No,34,6.1%,No,0
Massachusetts,Melrose,Marianne Williamson,Democratic,No,15,2.7%,No,0
Massachusetts,Melrose,Joe Biden,Democratic,Yes,594,85.3%,Yes,91
Massachusetts,Melrose,Dean Phillips,Democratic,No,41,5.9%,No,0
Massachusetts,Melrose,No Preference,Democratic,No,22,3.2%,No,0
Massachusetts,Melrose,Marianne Williamson,Democratic,No,18,2.6%,No,0
Massachusetts,Methuen,Joe Biden,Democratic,Yes,"2,716",77.9%,Yes,91
Massachusetts,Methuen,No Preference,Democratic,No,329,9.4%,No,0
Massachusetts,Methuen,Dean Phillips,Democratic,No,253,7.3%,No,0
Massachusetts,Methuen,Marianne Williamson,Democratic,No,124,3.6%,No,0
Massachusetts,Methuen,Joe Biden,Democratic,Yes,"1,520",83.0%,Yes,91
Massachusetts,Methuen,No Preference,Democratic,No,122,6.7%,No,0
Massachusetts,Methuen,Dean Phillips,Democratic,No,92,5.0%,No,0
Massachusetts,Methuen,Marianne Williamson,Democratic,No,69,3.8%,No,0
Massachusetts,Methuen,Joe Biden,Democratic,Yes,55,83.3%,Yes,91
Massachusetts,Methuen,No Preference,Democratic,No,7,10.6%,No,0
Massachusetts,Methuen,Marianne Williamson,Democratic,No,2,3.0%,No,0
Massachusetts,Methuen,Dean Phillips,Democratic,No,0,0.0%,No,0
Massachusetts,Middleton,Joe Biden,Democratic,Yes,664,83.4%,Yes,91
Massachusetts,Middleton,No Preference,Democratic,No,51,6.4%,No,0
Massachusetts,Middleton,Dean Phillips,Democratic,No,47,5.9%,No,0
Massachusetts,Middleton,Marianne Williamson,Democratic,No,18,2.3%,No,0
Massachusetts,Middleton,Joe Biden,Democratic,Yes,"1,978",82.4%,Yes,91
Massachusetts,Middleton,No Preference,Democratic,No,163,6.8%,No,0
Massachusetts,Middleton,Dean Phillips,Democratic,No,119,5.0%,No,0
Massachusetts,Middleton,Marianne Williamson,Democratic,No,79,3.3%,No,0
Massachusetts,Middleton,Joe Biden,Democratic,Yes,954,78.4%,Yes,91
Massachusetts,Middleton,No Preference,Democratic,No,104,8.5%,No,0
Massachusetts,Middleton,Dean Phillips,Democratic,No,84,6.9%,No,0
Massachusetts,Middleton,Marianne Williamson,Democratic,No,45,3.7%,No,0
Massachusetts,Millis,Joe Biden,Democratic,Yes,978,86.0%,Yes,91
Massachusetts,Millis,No Preference,Democratic,No,69,6.1%,No,0
Massachusetts,Millis,Marianne Williamson,Democratic,No,42,3.7%,No,0
Massachusetts,Millis,Dean Phillips,Democratic,No,41,3.6%,No,0
Massachusetts,Millis,Joe Biden,Democratic,Yes,127,72.6%,Yes,91
Massachusetts,Millis,Dean Phillips,Democratic,No,20,11.4%,No,0
Massachusetts,Millis,No Preference,Democratic,No,16,9.1%,No,0
Massachusetts,Millis,Marianne Williamson,Democratic,No,9,5.1%,No,0
Massachusetts,Millis,Joe Biden,Democratic,Yes,"3,328",83.1%,Yes,91
Massachusetts,Millis,No Preference,Democratic,No,358,8.9%,No,0
Massachusetts,Millis,Dean Phillips,Democratic,No,152,3.8%,No,0
Massachusetts,Millis,Marianne Williamson,Democratic,No,90,2.2%,No,0
Massachusetts,Monroe,Joe Biden,Democratic,Yes,3,42.8%,Yes,91
Massachusetts,Monroe,Dean Phillips,Democratic,No,3,42.8%,No,0
Massachusetts,Monroe,Marianne Williamson,Democratic,No,1,14.3%,No,0
Massachusetts,Monroe,No Preference,Democratic,No,0,0.0%,No,0
Massachusetts,Monroe,Joe Biden,Democratic,Yes,656,81.2%,Yes,91
Massachusetts,Monroe,No Preference,Democratic,No,64,7.9%,No,0
Massachusetts,Monroe,Dean Phillips,Democratic,No,44,5.4%,No,0
Massachusetts,Monroe,Marianne Williamson,Democratic,No,33,4.1%,No,0
Massachusetts,Monroe,Joe Biden,Democratic,Yes,834,76.2%,Yes,91
Massachusetts,Monroe,No Preference,Democratic,No,156,14.2%,No,0
Massachusetts,Monroe,Marianne Williamson,Democratic,No,37,3.4%,No,0
Massachusetts,Monroe,Dean Phillips,Democratic,No,35,3.2%,No,0
Massachusetts,Monterey,Joe Biden,Democratic,Yes,107,78.7%,Yes,91
Massachusetts,Monterey,No Preference,Democratic,No,20,14.7%,No,0
Massachusetts,Monterey,Dean Phillips,Democratic,No,5,3.7%,No,0
Massachusetts,Monterey,Marianne Williamson,Democratic,No,4,2.9%,No,0
Massachusetts,Monterey,Joe Biden,Democratic,Yes,50,86.2%,Yes,91
Massachusetts,Monterey,No Preference,Democratic,No,4,6.9%,No,0
Massachusetts,Monterey,Dean Phillips,Democratic,No,1,1.7%,No,0
Massachusetts,Monterey,Marianne Williamson,Democratic,No,1,1.7%,No,0
Massachusetts,Monterey,Joe Biden,Democratic,Yes,29,80.6%,Yes,91
Massachusetts,Monterey,No Preference,Democratic,No,3,8.3%,No,0
Massachusetts,Monterey,Dean Phillips,Democratic,No,2,5.5%,No,0
Massachusetts,Monterey,Marianne Williamson,Democratic,No,2,5.5%,No,0
Massachusetts,Nahant,Joe Biden,Democratic,Yes,477,89.3%,Yes,91
Massachusetts,Nahant,No Preference,Democratic,No,24,4.5%,No,0
Massachusetts,Nahant,Dean Phillips,Democratic,No,17,3.2%,No,0
Massachusetts,Nahant,Marianne Williamson,Democratic,No,13,2.4%,No,0
Massachusetts,Nahant,Joe Biden,Democratic,Yes,870,87.7%,Yes,91
Massachusetts,Nahant,No Preference,Democratic,No,63,6.4%,No,0
Massachusetts,Nahant,Dean Phillips,Democratic,No,22,2.2%,No,0
Massachusetts,Nahant,Marianne Williamson,Democratic,No,19,1.9%,No,0
Massachusetts,Nahant,Joe Biden,Democratic,Yes,"4,336",86.2%,Yes,91
Massachusetts,Nahant,No Preference,Democratic,No,379,7.5%,No,0
Massachusetts,Nahant,Dean Phillips,Democratic,No,192,3.8%,No,0
Massachusetts,Nahant,Marianne Williamson,Democratic,No,88,1.7%,No,0
Massachusetts,Needham,Joe Biden,Democratic,Yes,"4,009",89.5%,Yes,91
Massachusetts,Needham,No Preference,Democratic,No,232,5.2%,No,0
Massachusetts,Needham,Dean Phillips,Democratic,No,141,3.1%,No,0
Massachusetts,Needham,Marianne Williamson,Democratic,No,50,1.1%,No,0
Massachusetts,Needham,Joe Biden,Democratic,Yes,17,85.0%,Yes,91
Massachusetts,Needham,Marianne Williamson,Democratic,No,2,10.0%,No,0
Massachusetts,Needham,No Preference,Democratic,No,1,5.0%,No,0
Massachusetts,Needham,Dean Phillips,Democratic,No,0,0.0%,No,0
Massachusetts,Needham,Joe Biden,Democratic,Yes,"4,275",76.3%,Yes,91
Massachusetts,Needham,No Preference,Democratic,No,558,10.0%,No,0
Massachusetts,Needham,Dean Phillips,Democratic,No,337,6.0%,No,0
Massachusetts,Needham,Marianne Williamson,Democratic,No,278,5.0%,No,0
Massachusetts,New Braintree,Joe Biden,Democratic,Yes,71,77.2%,Yes,91
Massachusetts,New Braintree,No Preference,Democratic,No,12,13.0%,No,0
Massachusetts,New Braintree,Marianne Williamson,Democratic,No,6,6.5%,No,0
Massachusetts,New Braintree,Dean Phillips,Democratic,No,3,3.3%,No,0
Massachusetts,New Braintree,Joe Biden,Democratic,Yes,133,89.3%,Yes,91
Massachusetts,New Braintree,Dean Phillips,Democratic,No,6,4.0%,No,0
Massachusetts,New Braintree,Marianne Williamson,Democratic,No,6,4.0%,No,0
Massachusetts,New Braintree,No Preference,Democratic,No,3,2.0%,No,0
Massachusetts,New Braintree,Joe Biden,Democratic,Yes,126,76.8%,Yes,91
Massachusetts,New Braintree,No Preference,Democratic,No,23,14.0%,No,0
Massachusetts,New Braintree,Marianne Williamson,Democratic,No,8,4.9%,No,0
Massachusetts,New Braintree,Dean Phillips,Democratic,No,5,3.0%,No,0
Massachusetts,Newbury,Joe Biden,Democratic,Yes,767,86.0%,Yes,91
Massachusetts,Newbury,No Preference,Democratic,No,61,6.8%,No,0
Massachusetts,Newbury,Dean Phillips,Democratic,No,31,3.5%,No,0
Massachusetts,Newbury,Marianne Williamson,Democratic,No,13,1.5%,No,0
Massachusetts,Newbury,Joe Biden,Democratic,Yes,"2,295",89.6%,Yes,91
Massachusetts,Newbury,No Preference,Democratic,No,123,4.8%,No,0
Massachusetts,Newbury,Dean Phillips,Democratic,No,72,2.8%,No,0
Massachusetts,Newbury,Marianne Williamson,Democratic,No,46,1.8%,No,0
Massachusetts,Newbury,Joe Biden,Democratic,Yes,"10,596",87.6%,Yes,91
Massachusetts,Newbury,No Preference,Democratic,No,798,6.6%,No,0
Massachusetts,Newbury,Dean Phillips,Democratic,No,363,3.0%,No,0
Massachusetts,Newbury,Marianne Williamson,Democratic,No,184,1.5%,No,0
Massachusetts,Norfolk,Joe Biden,Democratic,Yes,914,83.2%,Yes,91
Massachusetts,Norfolk,No Preference,Democratic,No,66,6.0%,No,0
Massachusetts,Norfolk,Dean Phillips,Democratic,No,52,4.7%,No,0
Massachusetts,Norfolk,Marianne Williamson,Democratic,No,38,3.5%,No,0
Massachusetts,Norfolk,Joe Biden,Democratic,Yes,833,80.2%,Yes,91
Massachusetts,Norfolk,No Preference,Democratic,No,92,8.9%,No,0
Massachusetts,Norfolk,Marianne Williamson,Democratic,No,56,5.4%,No,0
Massachusetts,Norfolk,Dean Phillips,Democratic,No,39,3.8%,No,0
Massachusetts,Norfolk,Joe Biden,Democratic,Yes,"2,461",84.6%,Yes,91
Massachusetts,Norfolk,No Preference,Democratic,No,199,6.8%,No,0
Massachusetts,Norfolk,Dean Phillips,Democratic,No,127,4.4%,No,0
Massachusetts,Norfolk,Marianne Williamson,Democratic,No,67,2.3%,No,0
Massachusetts,North Attleborough,Joe Biden,Democratic,Yes,"1,799",80.2%,Yes,91
Massachusetts,North Attleborough,No Preference,Democratic,No,189,8.4%,No,0
Massachusetts,North Attleborough,Dean Phillips,Democratic,No,115,5.1%,No,0
Massachusetts,North Attleborough,Marianne Williamson,Democratic,No,100,4.5%,No,0
Massachusetts,North Attleborough,Joe Biden,Democratic,Yes,255,77.3%,Yes,91
Massachusetts,North Attleborough,No Preference,Democratic,No,29,8.8%,No,0
Massachusetts,North Attleborough,Dean Phillips,Democratic,No,21,6.4%,No,0
Massachusetts,North Attleborough,Marianne Williamson,Democratic,No,18,5.4%,No,0
Massachusetts,North Attleborough,Joe Biden,Democratic,Yes,"1,269",81.8%,Yes,91
Massachusetts,North Attleborough,No Preference,Democratic,No,128,8.2%,No,0
Massachusetts,North Attleborough,Dean Phillips,Democratic,No,83,5.3%,No,0
Massachusetts,North Attleborough,Marianne Williamson,Democratic,No,42,2.7%,No,0
Massachusetts,Northampton,Joe Biden,Democratic,Yes,"4,289",78.8%,Yes,91
Massachusetts,Northampton,No Preference,Democratic,No,835,15.3%,No,0
Massachusetts,Northampton,Marianne Williamson,Democratic,No,128,2.4%,No,0
Massachusetts,Northampton,Dean Phillips,Democratic,No,106,1.9%,No,0
Massachusetts,Northampton,Joe Biden,Democratic,Yes,"1,398",83.8%,Yes,91
Massachusetts,Northampton,No Preference,Democratic,No,129,7.7%,No,0
Massachusetts,Northampton,Dean Phillips,Democratic,No,75,4.5%,No,0
Massachusetts,Northampton,Marianne Williamson,Democratic,No,45,2.7%,No,0
Massachusetts,Northampton,Joe Biden,Democratic,Yes,939,80.5%,Yes,91
Massachusetts,Northampton,No Preference,Democratic,No,87,7.4%,No,0
Massachusetts,Northampton,Dean Phillips,Democratic,No,79,6.8%,No,0
Massachusetts,Northampton,Marianne Williamson,Democratic,No,49,4.2%,No,0
Massachusetts,Northfield,Joe Biden,Democratic,Yes,306,79.3%,Yes,91
Massachusetts,Northfield,No Preference,Democratic,No,27,7.0%,No,0
